Restaurant,url
Cahaya Taufik Restaurant,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d2241255-Reviews-Cahaya_Taufik_Restaurant-Miri_Miri_District_Sarawak.html
HiCaa,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d15701001-Reviews-HiCaa-Miri_Miri_District_Sarawak.html
UNIQUE Cafe & Restaurant,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d17445168-Reviews-UNIQUE_Cafe_Restaurant-Miri_Miri_District_Sarawak.html
New Thompson Seafood,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d15656835-Reviews-New_Thompson_Seafood-Miri_Miri_District_Sarawak.html
The Back Cafe,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d17092595-Reviews-The_Back_Cafe-Miri_Miri_District_Sarawak.html
Mandarin Oriental Authentic Chicken Rice,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d15553153-Reviews-Mandarin_Oriental_Authentic_Chicken_Rice-Miri_Miri_District_Sarawak.html
Chickilicious Miri,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d12997233-Reviews-Chickilicious_Miri-Miri_Miri_District_Sarawak.html
Lakeview Cafe & Restaurant,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d5244955-Reviews-Lakeview_Cafe_Restaurant-Miri_Miri_District_Sarawak.html
Mee Jawa,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d15610606-Reviews-Mee_Jawa-Miri_Miri_District_Sarawak.html
The Red Lantern Bistro,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d13576397-Reviews-The_Red_Lantern_Bistro-Miri_Miri_District_Sarawak.html
Hainan Cafe,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d15227956-Reviews-Hainan_Cafe-Miri_Miri_District_Sarawak.html
Faithworks Bookstore and Cafe,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d15151036-Reviews-Faithworks_Bookstore_and_Cafe-Miri_Miri_District_Sarawak.html
Restaurant Ayam Penyet AP,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d15150045-Reviews-Restaurant_Ayam_Penyet_AP-Miri_Miri_District_Sarawak.html
Nok An Net Three Power Thai Food,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d15110662-Reviews-Nok_An_Net_Three_Power_Thai_Food-Miri_Miri_District_Sarawak.html
King's Park,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d15141302-Reviews-King_s_Park-Miri_Miri_District_Sarawak.html
Pahlung Cafe,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d15049816-Reviews-Pahlung_Cafe-Miri_Miri_District_Sarawak.html
Santinos Pizza,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d13545608-Reviews-Santinos_Pizza-Miri_Miri_District_Sarawak.html
Le Chateau,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d14918496-Reviews-Le_Chateau-Miri_Miri_District_Sarawak.html
Feed Me Miri,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d18341463-Reviews-Feed_Me_Miri-Miri_Miri_District_Sarawak.html
Qing Xiang Vegetarian Restaurant,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d14156128-Reviews-Qing_Xiang_Vegetarian_Restaurant-Miri_Miri_District_Sarawak.html
86 Cold Drinks,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d5859111-Reviews-86_Cold_Drinks-Miri_Miri_District_Sarawak.html
Le Chateau Miri,https://www.tripadvisor.com.my/Restaurant_Review-g303998-d14919236-Reviews-Le_Chateau_Miri-Miri_Miri_District_Sarawak.html
